Id,UID,Original,UTCMilliseconds,PCLocalTime,PCTime,ChannelBitmap,SequenceBitmap,UpdateOf,channelMap,startSample,startSeconds,duration,lowFreq,highFreq,amplitude,detectionType,bearingAmbiguity,Fixed Localized,Species,Comments,Deployment_ID,Local_Time,UTC_Time
1167,6643000001,2017-12-08 15:31:05.637,637,2017-12-08 07:31:05.637,2018-10-24 06:35:43.739,1,,0,1,1527295,63.6372916666667,6144,1007.8125,1312.5,140.037591773737,,,,F,,201,2017-12-08 15:31:05.637000-08:00,2017-12-08 23:31:05.637000+00:00
1168,6644000001,2017-12-08 15:47:35.174,174,2017-12-08 07:47:35.174,2018-10-24 06:35:47.795,1,,0,1,3676159,153.173291666667,4096,5906.25,6304.6875,127.234852736571,,,,F,,201,2017-12-08 15:47:35.174000-08:00,2017-12-08 23:47:35.174000+00:00
1169,6649000001,2017-12-08 17:02:52.410,410,2017-12-08 09:02:52.410,2018-10-24 06:36:05.081,1,,0,1,4089855,170.410625,8704,984.375,1125.0,141.843449631698,,,,F,,201,2017-12-08 17:02:52.410000-08:00,2017-12-09 01:02:52.410000+00:00
1170,6649000002,2017-12-08 17:02:57.659,659,2017-12-08 09:02:57.659,2018-10-24 06:36:05.117,1,,0,1,4215807,175.658625,8704,984.375,1078.125,136.386158926746,,,,F,,201,2017-12-08 17:02:57.659000-08:00,2017-12-09 01:02:57.659000+00:00
1171,6650000001,2017-12-08 17:15:02.341,341,2017-12-08 09:15:02.341,2018-10-24 06:36:07.168,1,,0,1,8191,0.341291666666667,9216,10640.625,10710.9375,107.550957330872,,,,F,,201,2017-12-08 17:15:02.341000-08:00,2017-12-09 01:15:02.341000+00:00
1172,6652000001,2017-12-08 17:48:17.072,72,2017-12-08 09:48:17.072,2018-10-24 06:36:15.661,1,,0,1,4681727,195.071958333333,6656,5015.625,5156.25,145.317239193805,,,,F,,201,2017-12-08 17:48:17.072000-08:00,2017-12-09 01:48:17.072000+00:00
1173,6665000001,2017-12-08 21:00:02.319,319,2017-12-08 13:00:02.319,2018-10-24 06:36:59.215,1,,0,1,7679,0.319958333333333,9216,8390.625,8507.8125,121.848229271559,,,,F,,201,2017-12-08 21:00:02.319000-08:00,2017-12-09 05:00:02.319000+00:00
1174,6670000001,2017-12-08 22:18:57.584,584,2017-12-08 14:18:57.584,2018-10-24 06:37:18.168,1,,0,1,5654015,235.583958333333,7680,4898.4375,5250.0,129.657874798614,,,,F,,201,2017-12-08 22:18:57.584000-08:00,2017-12-09 06:18:57.584000+00:00
1175,6677000001,2017-12-09 00:02:22.437,437,2017-12-08 16:02:22.437,2018-10-24 06:37:41.493,1,,0,1,3370495,140.437291666667,5120,6914.0625,7171.875,134.535176466084,,,,F,,201,2017-12-09 00:02:22.437000-08:00,2017-12-09 08:02:22.437000+00:00
1176,6680000001,2017-12-09 00:45:56.805,805,2017-12-08 16:45:56.805,2018-10-24 06:37:51.222,1,,0,1,1315327,54.8052916666667,4608,2765.625,2976.5625,147.126061468744,,,,F,,201,2017-12-09 00:45:56.805000-08:00,2017-12-09 08:45:56.805000+00:00
1177,6690000001,2017-12-09 03:15:02.255,255,2017-12-08 19:15:02.255,2018-10-24 06:38:25.676,1,,0,1,6143,0.255958333333333,7680,1195.3125,1312.5,136.472927054892,,,,F,,201,2017-12-09 03:15:02.255000-08:00,2017-12-09 11:15:02.255000+00:00
1178,6694000001,2017-12-09 04:18:48.262,262,2017-12-08 20:18:48.262,2018-10-24 06:38:41.190,1,,0,1,5430271,226.261291666667,6144,7476.5625,7664.0625,121.843961638339,,,,F,,201,2017-12-09 04:18:48.262000-08:00,2017-12-09 12:18:48.262000+00:00
1179,6695000001,2017-12-09 04:32:12.880,880,2017-12-08 20:32:12.880,2018-10-24 06:38:43.916,1,,0,1,3141119,130.879958333333,8704,2929.6875,3093.75,128.397547819906,,,,F,,201,2017-12-09 04:32:12.880000-08:00,2017-12-09 12:32:12.880000+00:00
1180,6697000001,2017-12-09 05:03:48.283,283,2017-12-08 21:03:48.283,2018-10-24 06:38:51.560,1,,0,1,5430783,226.282625,4096,7359.375,7640.625,124.372185383626,,,,F,,201,2017-12-09 05:03:48.283000-08:00,2017-12-09 13:03:48.283000+00:00
1181,6701000001,2017-12-09 06:01:45.872,872,2017-12-08 22:01:45.872,2018-10-24 06:39:04.254,1,,0,1,2492927,103.871958333333,9728,1265.625,1453.125,166.676196399092,,,,F,,201,2017-12-09 06:01:45.872000-08:00,2017-12-09 14:01:45.872000+00:00
1182,6718000001,2017-12-09 10:15:02.384,384,2017-12-09 02:15:02.384,2018-10-24 06:40:02.103,1,,0,1,9215,0.383958333333333,16384,6843.75,6890.625,119.673967359997,,,,F,,201,2017-12-09 10:15:02.384000-08:00,2017-12-09 18:15:02.384000+00:00
1183,6719000001,2017-12-09 10:34:24.678,678,2017-12-09 02:34:24.678,2018-10-24 06:40:07.468,1,,0,1,6304255,262.677291666667,4608,1570.3125,1828.125,140.523136854749,,,,F,,201,2017-12-09 10:34:24.678000-08:00,2017-12-09 18:34:24.678000+00:00
1184,6720000001,2017-12-09 10:46:08.837,837,2017-12-09 02:46:08.837,2018-10-24 06:40:09.496,1,,0,1,1604095,66.8372916666667,5120,1523.4375,1710.9375,140.551297919089,,,,F,,201,2017-12-09 10:46:08.837000-08:00,2017-12-09 18:46:08.837000+00:00
1185,6721000001,2017-12-09 11:01:19.462,462,2017-12-09 03:01:19.462,2018-10-24 06:40:13.053,1,,0,1,1859071,77.4612916666667,7168,1710.9375,1898.4375,147.626021884108,,,,F,,201,2017-12-09 11:01:19.462000-08:00,2017-12-09 19:01:19.462000+00:00
1186,6721000002,2017-12-09 11:01:50.374,374,2017-12-09 03:01:50.374,2018-10-24 06:40:13.284,1,,0,1,2600959,108.373291666667,5120,1570.3125,1828.125,145.748346859964,,,,F,,201,2017-12-09 11:01:50.374000-08:00,2017-12-09 19:01:50.374000+00:00
1187,6728000001,2017-12-09 12:49:00.143,143,2017-12-09 04:49:00.143,2018-10-24 06:40:38.434,1,,0,1,5715455,238.143958333333,5632,1406.25,1687.5,134.727020201103,,,,F,,201,2017-12-09 12:49:00.143000-08:00,2017-12-09 20:49:00.143000+00:00
1188,6730000001,2017-12-09 13:15:02.662,662,2017-12-09 05:15:02.662,2018-10-24 06:40:43.637,1,,0,1,15871,0.661291666666667,3584,3867.1875,4148.4375,132.630680057995,,,,F,,201,2017-12-09 13:15:02.662000-08:00,2017-12-09 21:15:02.662000+00:00
1189,6744000001,2017-12-09 16:45:02.255,255,2017-12-09 08:45:02.255,2018-10-24 06:41:32.189,1,,0,1,6143,0.255958333333333,12800,9726.5625,9820.3125,111.520115091945,,,,F,,201,2017-12-09 16:45:02.255000-08:00,2017-12-10 00:45:02.255000+00:00
1190,6744000002,2017-12-09 16:45:02.703,703,2017-12-09 08:45:02.703,2018-10-24 06:41:32.189,1,,0,1,16895,0.703958333333333,12800,6515.625,6656.25,118.982712963192,,,,F,,201,2017-12-09 16:45:02.703000-08:00,2017-12-10 00:45:02.703000+00:00
1191,6751000001,2017-12-09 18:30:02.533,533,2017-12-09 10:30:02.533,2018-10-24 06:41:56.112,1,,0,1,12799,0.533291666666667,13312,1429.6875,1593.75,136.74861676314,,,,F,,201,2017-12-09 18:30:02.533000-08:00,2017-12-10 02:30:02.533000+00:00
1192,6775000001,2017-12-10 00:33:17.392,392,2017-12-09 16:33:17.392,2018-10-24 06:43:20.191,1,,0,1,4689407,195.391958333333,4608,6960.9375,7312.5,138.243047019909,,,,F,,201,2017-12-10 00:33:17.392000-08:00,2017-12-10 08:33:17.392000+00:00
1193,6794000001,2017-12-10 05:15:02.533,533,2017-12-09 21:15:02.533,2018-10-24 06:44:23.882,1,,0,1,12799,0.533291666666667,9728,11507.8125,11625.0,122.371146651643,,,,F,,201,2017-12-10 05:15:02.533000-08:00,2017-12-10 13:15:02.533000+00:00
1194,6803000001,2017-12-10 07:30:02.363,363,2017-12-09 23:30:02.363,2018-10-24 06:44:54.968,1,,0,1,8703,0.362625,12800,6796.875,6914.0625,133.460624799413,,,,F,,201,2017-12-10 07:30:02.363000-08:00,2017-12-10 15:30:02.363000+00:00
1195,6827000001,2017-12-10 13:30:02.255,255,2017-12-10 05:30:02.255,2018-10-24 06:46:17.969,1,,0,1,6143,0.255958333333333,8704,5835.9375,5929.6875,132.023763590648,,,,F,,201,2017-12-10 13:30:02.255000-08:00,2017-12-10 21:30:02.255000+00:00
1196,6829000001,2017-12-10 14:00:02.255,255,2017-12-10 06:00:02.255,2018-10-24 06:46:24.699,1,,0,1,6143,0.255958333333333,8192,3117.1875,3210.9375,136.947601600036,,,,F,,201,2017-12-10 14:00:02.255000-08:00,2017-12-10 22:00:02.255000+00:00
1197,6836000001,2017-12-10 15:45:02.405,405,2017-12-10 07:45:02.405,2018-10-24 06:46:48.895,1,,0,1,9727,0.405291666666667,11264,7875.0,8015.625,135.317910786889,,,,F,,201,2017-12-10 15:45:02.405000-08:00,2017-12-10 23:45:02.405000+00:00
1198,6865000001,2017-12-10 23:00:02.426,426,2017-12-10 15:00:02.426,2018-10-24 06:48:29.218,1,,0,1,10239,0.426625,13312,2015.625,2156.25,147.852587353868,,,,F,,201,2017-12-10 23:00:02.426000-08:00,2017-12-11 07:00:02.426000+00:00
1199,6893000001,2017-12-11 06:00:02.533,533,2017-12-10 22:00:02.533,2018-10-24 06:50:05.557,1,,0,1,12799,0.533291666666667,11776,6914.0625,6960.9375,132.135830854776,,,,F,,201,2017-12-11 06:00:02.533000-08:00,2017-12-11 14:00:02.533000+00:00
1200,6904000001,2017-12-11 08:48:31.535,535,2017-12-11 00:48:31.535,2018-10-24 06:50:44.830,1,,0,1,5028863,209.535958333333,5632,1523.4375,1781.25,151.540419771762,,,,F,,201,2017-12-11 08:48:31.535000-08:00,2017-12-11 16:48:31.535000+00:00
1201,6916000001,2017-12-11 11:45:02.363,363,2017-12-11 03:45:02.363,2018-10-24 06:51:24.918,1,,0,1,8703,0.362625,10752,1921.875,1992.1875,142.497068335483,,,,F,,201,2017-12-11 11:45:02.363000-08:00,2017-12-11 19:45:02.363000+00:00
1202,6918000001,2017-12-11 12:15:02.341,341,2017-12-11 04:15:02.341,2018-10-24 06:51:31.733,1,,0,1,8191,0.341291666666667,9728,5414.0625,5484.375,136.218780555152,,,,F,,201,2017-12-11 12:15:02.341000-08:00,2017-12-11 20:15:02.341000+00:00
1203,6920000001,2017-12-11 12:45:02.255,255,2017-12-11 04:45:02.255,2018-10-24 06:51:38.452,1,,0,1,6143,0.255958333333333,11264,8578.125,8671.875,129.596010924922,,,,F,,201,2017-12-11 12:45:02.255000-08:00,2017-12-11 20:45:02.255000+00:00
1204,6936000001,2017-12-11 16:45:02.426,426,2017-12-11 08:45:02.426,2018-10-24 06:52:33.729,1,,0,1,10239,0.426625,10240,1757.8125,1851.5625,127.091974860819,,,,F,,201,2017-12-11 16:45:02.426000-08:00,2017-12-12 00:45:02.426000+00:00
1205,6944000001,2017-12-11 18:45:02.470,470,2017-12-11 10:45:02.470,2018-10-24 06:53:01.364,1,,0,1,11263,0.469291666666667,10240,7570.3125,7664.0625,120.107240396744,,,,F,,201,2017-12-11 18:45:02.470000-08:00,2017-12-12 02:45:02.470000+00:00
1206,6946000001,2017-12-11 19:17:58.746,746,2017-12-11 11:17:58.746,2018-10-24 06:53:09.725,1,,0,1,4241919,176.746625,5632,1429.6875,1851.5625,149.488330682498,,,,F,,201,2017-12-11 19:17:58.746000-08:00,2017-12-12 03:17:58.746000+00:00
1207,6946000002,2017-12-11 19:18:20.037,37,2017-12-11 11:18:20.037,2018-10-24 06:53:09.881,1,,0,1,4752895,198.037291666667,5120,1382.8125,1710.9375,136.046478766416,,,,F,,201,2017-12-11 19:18:20.037000-08:00,2017-12-12 03:18:20.037000+00:00
1208,6946000003,2017-12-11 19:18:28.357,357,2017-12-11 11:18:28.357,2018-10-24 06:53:09.946,1,,0,1,4952575,206.357291666667,5632,1312.5,1734.375,138.464147317344,,,,F,,201,2017-12-11 19:18:28.357000-08:00,2017-12-12 03:18:28.357000+00:00
1209,6951000001,2017-12-11 20:30:02.255,255,2017-12-11 12:30:02.255,2018-10-24 06:53:25.297,1,,0,1,6143,0.255958333333333,8704,1078.125,1242.1875,136.626803329426,,,,F,,201,2017-12-11 20:30:02.255000-08:00,2017-12-12 04:30:02.255000+00:00
1210,6981000001,2017-12-12 04:03:08.560,560,2017-12-11 20:03:08.560,2018-10-24 06:55:10.171,1,,0,1,4477439,186.559958333333,6656,1242.1875,1453.125,170.702991530902,,,,F,,201,2017-12-12 04:03:08.560000-08:00,2017-12-12 12:03:08.560000+00:00
1211,6985000001,2017-12-12 05:00:02.255,255,2017-12-11 21:00:02.255,2018-10-24 06:55:22.311,1,,0,1,6143,0.255958333333333,10240,8156.25,8226.5625,130.750415328646,,,,F,,201,2017-12-12 05:00:02.255000-08:00,2017-12-12 13:00:02.255000+00:00
1212,7002000001,2017-12-12 09:15:02.255,255,2017-12-12 01:15:02.255,2018-10-24 06:56:20.606,1,,0,1,6143,0.255958333333333,10240,1945.3125,2085.9375,141.606381687288,,,,F,,201,2017-12-12 09:15:02.255000-08:00,2017-12-12 17:15:02.255000+00:00
1213,7006000001,2017-12-12 10:15:02.470,470,2017-12-12 02:15:02.470,2018-10-24 06:56:33.990,1,,0,1,11263,0.469291666666667,13312,2367.1875,2414.0625,140.754767300541,,,,F,,201,2017-12-12 10:15:02.470000-08:00,2017-12-12 18:15:02.470000+00:00
1214,7021000001,2017-12-12 14:00:02.255,255,2017-12-12 06:00:02.255,2018-10-24 06:57:25.758,1,,0,1,6143,0.255958333333333,12800,5695.3125,5765.625,132.982310446156,,,,F,,201,2017-12-12 14:00:02.255000-08:00,2017-12-12 22:00:02.255000+00:00
1215,7044000001,2017-12-12 19:45:02.533,533,2017-12-12 11:45:02.533,2018-10-24 06:58:44.980,1,,0,1,12799,0.533291666666667,8704,8742.1875,8882.8125,128.809406603436,,,,F,,201,2017-12-12 19:45:02.533000-08:00,2017-12-13 03:45:02.533000+00:00
1216,7049000001,2017-12-12 21:00:02.255,255,2017-12-12 13:00:02.255,2018-10-24 06:59:02.283,1,,0,1,6143,0.255958333333333,12288,10125.0,10218.75,120.820030401783,,,,F,,201,2017-12-12 21:00:02.255000-08:00,2017-12-13 05:00:02.255000+00:00
1217,7063000001,2017-12-13 00:30:02.533,533,2017-12-12 16:30:02.533,2018-10-24 06:59:50.316,1,,0,1,12799,0.533291666666667,12800,11695.3125,11812.5,123.266783214092,,,,F,,201,2017-12-13 00:30:02.533000-08:00,2017-12-13 08:30:02.533000+00:00
1218,7085000001,2017-12-13 06:00:02.363,363,2017-12-12 22:00:02.363,2018-10-24 07:01:06.172,1,,0,1,8703,0.362625,7680,9937.5,10078.125,129.468454415554,,,,F,,201,2017-12-13 06:00:02.363000-08:00,2017-12-13 14:00:02.363000+00:00
1219,7092000001,2017-12-13 07:45:02.405,405,2017-12-12 23:45:02.405,2018-10-24 07:01:30.274,1,,0,1,9727,0.405291666666667,10240,1453.125,1570.3125,143.904876103414,,,,F,,201,2017-12-13 07:45:02.405000-08:00,2017-12-13 15:45:02.405000+00:00
1220,7108000001,2017-12-13 11:45:02.255,255,2017-12-13 03:45:02.255,2018-10-24 07:02:25.572,1,,0,1,6143,0.255958333333333,10240,1546.875,1593.75,146.104984764635,,,,F,,201,2017-12-13 11:45:02.255000-08:00,2017-12-13 19:45:02.255000+00:00
1221,7120000001,2017-12-13 14:45:02.255,255,2017-12-13 06:45:02.255,2018-10-24 07:03:06.875,1,,0,1,6143,0.255958333333333,11776,4125.0,4265.625,123.111329472097,,,,F,,201,2017-12-13 14:45:02.255000-08:00,2017-12-13 22:45:02.255000+00:00
1222,7130000001,2017-12-13 17:15:02.278,278,2017-12-13 09:15:02.278,2018-10-24 07:03:41.040,1,,0,1,6655,0.277291666666667,12288,3234.375,3304.6875,125.661476722347,,,,F,,201,2017-12-13 17:15:02.278000-08:00,2017-12-14 01:15:02.278000+00:00
1223,7143000001,2017-12-13 20:30:02.470,470,2017-12-13 12:30:02.470,2018-10-24 07:04:25.763,1,,0,1,11263,0.469291666666667,10752,4875.0,4992.1875,127.07009741692,,,,F,,201,2017-12-13 20:30:02.470000-08:00,2017-12-14 04:30:02.470000+00:00
1224,7148000001,2017-12-13 21:49:46.459,459,2017-12-13 13:49:46.459,2018-10-24 07:04:44.982,1,,0,1,6827007,284.458625,3584,1382.8125,1828.125,140.848451332446,,,,F,,201,2017-12-13 21:49:46.459000-08:00,2017-12-14 05:49:46.459000+00:00
1225,7169000001,2017-12-14 03:00:27.002,2,2017-12-13 19:00:27.002,2018-10-24 07:05:55.067,1,,0,1,600063,25.002625,5632,2015.625,2296.875,140.591501511229,,,,F,,201,2017-12-14 03:00:27.002000-08:00,2017-12-14 11:00:27.002000+00:00
1226,7172000001,2017-12-14 03:45:02.255,255,2017-12-13 19:45:02.255,2018-10-24 07:06:05.054,1,,0,1,6143,0.255958333333333,7168,1640.625,1781.25,127.564646137809,,,,F,,201,2017-12-14 03:45:02.255000-08:00,2017-12-14 11:45:02.255000+00:00
1227,7180000001,2017-12-14 05:49:43.130,130,2017-12-13 21:49:43.130,2018-10-24 07:06:34.329,1,,0,1,6747135,281.130625,9216,8156.25,8367.1875,135.051307146887,,,,F,,201,2017-12-14 05:49:43.130000-08:00,2017-12-14 13:49:43.130000+00:00
1228,7182000001,2017-12-14 06:19:59.878,878,2017-12-13 22:19:59.878,2018-10-24 07:06:41.370,1,,0,1,7149055,297.877291666667,6656,10687.5,10921.875,131.50890324788,,,,F,,201,2017-12-14 06:19:59.878000-08:00,2017-12-14 14:19:59.878000+00:00
1229,7191000001,2017-12-14 08:31:29.914,914,2017-12-14 00:31:29.914,2018-10-24 07:07:10.535,1,,0,1,2109951,87.914625,5120,2882.8125,3164.0625,141.382456203486,,,,F,,201,2017-12-14 08:31:29.914000-08:00,2017-12-14 16:31:29.914000+00:00
1230,7195000001,2017-12-14 09:30:22.351,351,2017-12-14 01:30:22.351,2018-10-24 07:07:23.870,1,,0,1,488447,20.3519583333333,5120,1593.75,1851.5625,136.045111310555,,,,F,,201,2017-12-14 09:30:22.351000-08:00,2017-12-14 17:30:22.351000+00:00
1231,7198000001,2017-12-14 10:15:02.255,255,2017-12-14 02:15:02.255,2018-10-24 07:07:34.037,1,,0,1,6143,0.255958333333333,8704,9000.0,9117.1875,109.187072271383,,,,F,,201,2017-12-14 10:15:02.255000-08:00,2017-12-14 18:15:02.255000+00:00
1232,7206000001,2017-12-14 12:15:02.299,299,2017-12-14 04:15:02.299,2018-10-24 07:08:01.835,1,,0,1,7167,0.298625,11264,2085.9375,2156.25,125.697395191256,,,,F,,201,2017-12-14 12:15:02.299000-08:00,2017-12-14 20:15:02.299000+00:00
1233,7218000001,2017-12-14 15:15:02.255,255,2017-12-14 07:15:02.255,2018-10-24 07:08:43.228,1,,0,1,6143,0.255958333333333,11264,3070.3125,3117.1875,128.425293583155,,,,F,,201,2017-12-14 15:15:02.255000-08:00,2017-12-14 23:15:02.255000+00:00
1234,7218000002,2017-12-14 15:15:02.341,341,2017-12-14 07:15:02.341,2018-10-24 07:08:43.228,1,,0,1,8191,0.341291666666667,10752,10617.1875,10734.375,115.490791419194,,,,F,,201,2017-12-14 15:15:02.341000-08:00,2017-12-14 23:15:02.341000+00:00
1235,7220000001,2017-12-14 15:45:02.363,363,2017-12-14 07:45:02.363,2018-10-24 07:08:50.110,1,,0,1,8703,0.362625,15872,5039.0625,5085.9375,130.779103357306,,,,F,,201,2017-12-14 15:45:02.363000-08:00,2017-12-14 23:45:02.363000+00:00
1236,7229000001,2017-12-14 18:00:02.255,255,2017-12-14 10:00:02.255,2018-10-24 07:09:21.192,1,,0,1,6143,0.255958333333333,11776,4242.1875,4312.5,126.681927188398,,,,F,,201,2017-12-14 18:00:02.255000-08:00,2017-12-15 02:00:02.255000+00:00
1237,7229000002,2017-12-14 18:01:21.766,766,2017-12-14 10:01:21.766,2018-10-24 07:09:21.847,1,,0,1,1914367,79.7652916666667,8704,1218.75,1664.0625,162.837217649962,,,,F,,201,2017-12-14 18:01:21.766000-08:00,2017-12-15 02:01:21.766000+00:00
1238,7242000001,2017-12-14 21:15:05.818,818,2017-12-14 13:15:05.818,2018-10-24 07:10:06.203,1,,0,1,91647,3.818625,6144,2625.0,2835.9375,149.529461162191,,,,F,,201,2017-12-14 21:15:05.818000-08:00,2017-12-15 05:15:05.818000+00:00
1239,7242000002,2017-12-14 21:19:56.357,357,2017-12-14 13:19:56.357,2018-10-24 07:10:08.420,1,,0,1,7064575,294.357291666667,3584,1335.9375,1687.5,147.888424763143,,,,F,,201,2017-12-14 21:19:56.357000-08:00,2017-12-15 05:19:56.357000+00:00
1240,7247000001,2017-12-14 22:30:37.050,50,2017-12-14 14:30:37.050,2018-10-24 07:10:23.726,1,,0,1,841215,35.050625,5120,1359.375,1593.75,136.584576474907,,,,F,,201,2017-12-14 22:30:37.050000-08:00,2017-12-15 06:30:37.050000+00:00
1241,7264000001,2017-12-15 02:45:02.319,319,2017-12-14 18:45:02.319,2018-10-24 07:11:21.640,1,,0,1,7679,0.319958333333333,12288,8226.5625,8390.625,132.554102719179,,,,F,,201,2017-12-15 02:45:02.319000-08:00,2017-12-15 10:45:02.319000+00:00
1242,7265000001,2017-12-15 03:00:02.319,319,2017-12-14 19:00:02.319,2018-10-24 07:11:25.210,1,,0,1,7679,0.319958333333333,7680,4453.125,4546.875,132.771560252508,,,,F,,201,2017-12-15 03:00:02.319000-08:00,2017-12-15 11:00:02.319000+00:00
1243,7281000001,2017-12-15 07:03:30.618,618,2017-12-14 23:03:30.618,2018-10-24 07:12:22.299,1,,0,1,5006847,208.618625,7680,1265.625,1570.3125,165.502108697068,,,,F,,201,2017-12-15 07:03:30.618000-08:00,2017-12-15 15:03:30.618000+00:00
1244,7309000001,2017-12-15 14:00:02.255,255,2017-12-15 06:00:02.255,2018-10-24 07:13:57.130,1,,0,1,6143,0.255958333333333,9728,10898.4375,11062.5,127.658219135696,,,,F,,201,2017-12-15 14:00:02.255000-08:00,2017-12-15 22:00:02.255000+00:00
1245,7319000001,2017-12-15 16:30:02.255,255,2017-12-15 08:30:02.255,2018-10-24 07:14:31.744,1,,0,1,6143,0.255958333333333,7168,5859.375,5976.5625,138.74888005165,,,,F,,201,2017-12-15 16:30:02.255000-08:00,2017-12-16 00:30:02.255000+00:00
1246,7320000001,2017-12-15 16:45:02.255,255,2017-12-15 08:45:02.255,2018-10-24 07:14:35.299,1,,0,1,6143,0.255958333333333,8704,10570.3125,10734.375,125.272358737444,,,,F,,201,2017-12-15 16:45:02.255000-08:00,2017-12-16 00:45:02.255000+00:00
1247,7334000001,2017-12-15 20:15:02.255,255,2017-12-15 12:15:02.255,2018-10-24 07:15:23.778,1,,0,1,6143,0.255958333333333,10240,1171.875,1289.0625,145.648112239374,,,,F,,201,2017-12-15 20:15:02.255000-08:00,2017-12-16 04:15:02.255000+00:00
1248,7335000001,2017-12-15 20:30:02.278,278,2017-12-15 12:30:02.278,2018-10-24 07:15:27.260,1,,0,1,6655,0.277291666666667,11264,2835.9375,2929.6875,146.264041441856,,,,F,,201,2017-12-15 20:30:02.278000-08:00,2017-12-16 04:30:02.278000+00:00
1249,7340000001,2017-12-15 21:45:02.447,447,2017-12-15 13:45:02.447,2018-10-24 07:15:44.798,1,,0,1,10751,0.447958333333333,14848,3445.3125,3515.625,144.057080891588,,,,F,,201,2017-12-15 21:45:02.447000-08:00,2017-12-16 05:45:02.447000+00:00
1250,7352000001,2017-12-16 00:45:02.319,319,2017-12-15 16:45:02.319,2018-10-24 07:16:26.753,1,,0,1,7679,0.319958333333333,6144,4171.875,4312.5,135.452946299467,,,,F,,201,2017-12-16 00:45:02.319000-08:00,2017-12-16 08:45:02.319000+00:00
1251,7353000001,2017-12-16 01:00:02.384,384,2017-12-15 17:00:02.384,2018-10-24 07:16:30.139,1,,0,1,9215,0.383958333333333,10752,5531.25,5601.5625,131.439067428669,,,,F,,201,2017-12-16 01:00:02.384000-08:00,2017-12-16 09:00:02.384000+00:00
1252,7353000002,2017-12-16 01:02:28.368,368,2017-12-15 17:02:28.368,2018-10-24 07:16:31.308,1,,0,1,3512831,146.367958333333,5120,5789.0625,6093.75,151.366281888275,,,,F,,201,2017-12-16 01:02:28.368000-08:00,2017-12-16 09:02:28.368000+00:00
1253,7355000001,2017-12-16 01:30:02.384,384,2017-12-15 17:30:02.384,2018-10-24 07:16:37.191,1,,0,1,9215,0.383958333333333,11776,6679.6875,6773.4375,127.765043109961,,,,F,,201,2017-12-16 01:30:02.384000-08:00,2017-12-16 09:30:02.384000+00:00
1254,7368000001,2017-12-16 04:49:07.909,909,2017-12-15 20:49:07.909,2018-10-24 07:17:23.850,1,,0,1,5901823,245.909291666667,4608,1640.625,1875.0,140.799307028904,,,,F,,201,2017-12-16 04:49:07.909000-08:00,2017-12-16 12:49:07.909000+00:00
1255,7389000001,2017-12-16 10:00:35.067,67,2017-12-16 02:00:35.067,2018-10-24 07:18:34.641,1,,0,1,793599,33.066625,4608,3000.0,3304.6875,153.537169894537,,,,F,,201,2017-12-16 10:00:35.067000-08:00,2017-12-16 18:00:35.067000+00:00
1256,7390000001,2017-12-16 10:15:02.533,533,2017-12-16 02:15:02.533,2018-10-24 07:18:37.805,1,,0,1,12799,0.533291666666667,13312,8859.375,8976.5625,125.34607953635,,,,F,,201,2017-12-16 10:15:02.533000-08:00,2017-12-16 18:15:02.533000+00:00
1257,7401000001,2017-12-16 13:00:11.301,301,2017-12-16 05:00:11.301,2018-10-24 07:19:15.804,1,,0,1,223231,9.30129166666667,8192,1359.375,1617.1875,140.003879186131,,,,F,,201,2017-12-16 13:00:11.301000-08:00,2017-12-16 21:00:11.301000+00:00
1258,7401000002,2017-12-16 13:00:18.960,960,2017-12-16 05:00:18.960,2018-10-24 07:19:15.864,1,,0,1,407039,16.9599583333333,7680,1312.5,1640.625,142.846465284589,,,,F,,201,2017-12-16 13:00:18.960000-08:00,2017-12-16 21:00:18.960000+00:00
1259,7410000001,2017-12-16 15:15:02.278,278,2017-12-16 07:15:02.278,2018-10-24 07:19:46.852,1,,0,1,6655,0.277291666666667,12288,1406.25,1476.5625,124.929170547576,,,,F,,201,2017-12-16 15:15:02.278000-08:00,2017-12-16 23:15:02.278000+00:00
1260,7416000001,2017-12-16 16:45:02.384,384,2017-12-16 08:45:02.384,2018-10-24 07:20:07.325,1,,0,1,9215,0.383958333333333,12800,5320.3125,5414.0625,121.442999846024,,,,F,,201,2017-12-16 16:45:02.384000-08:00,2017-12-17 00:45:02.384000+00:00
1261,7416000002,2017-12-16 16:45:41.615,615,2017-12-16 08:45:41.615,2018-10-24 07:20:07.698,1,,0,1,950783,39.6159583333333,4096,4781.25,5015.625,137.727554138442,,,,F,,201,2017-12-16 16:45:41.615000-08:00,2017-12-17 00:45:41.615000+00:00
1262,7430000001,2017-12-16 20:15:02.255,255,2017-12-16 12:15:02.255,2018-10-24 07:20:55.876,1,,0,1,6143,0.255958333333333,10240,11085.9375,11179.6875,125.649881812035,,,,F,,201,2017-12-16 20:15:02.255000-08:00,2017-12-17 04:15:02.255000+00:00
1263,7432000001,2017-12-16 20:45:02.255,255,2017-12-16 12:45:02.255,2018-10-24 07:21:02.800,1,,0,1,6143,0.255958333333333,11776,11390.625,11507.8125,132.979461504957,,,,F,,201,2017-12-16 20:45:02.255000-08:00,2017-12-17 04:45:02.255000+00:00
